1.699841765084759681e+05,2.451498811664563557e-03,2.454505107751001560e+02,2.085758947421207099e-01,6.419244784397301617e-02,1.178541650491382370e+03,1.103250288672545366e+03,8.681641161441802979e+00,7.275391161441802979e+00,8.569140732288360596e-01,5.517578125000000000e+00,2.476625312848045695e-83,8.624895104263245571e+00,2.059442703023326260e+01,9.426749977544795003e-03,8.400043083779680728e+02,8.287555612769807922e+05,1.475631613342692772e-01,8.315584057022048000e+03,2.882334923781282214e+03,1.064407914804707689e+05,1.176754968629686182e+01,5.341246054816183031e-02,1.874286267994795344e+05,2.529913939212897755e-01,6.737944536819104542e+03,1.069146698739389656e+01,2.873997243356531044e+02,1.584578866699622862e-02,1.298542838826994057e+03,6.963260897802028921e+02,1.087472285244863888e-03,1.892425370225090262e+02,9.616121766541455784e+00,2.942789894388991856e-02,5.431859002351827970e-04,2.739091350364299155e-07,5.743042056734674588e+03,1.040157193695784144e+03,8.428515732288360596e+00,1.054102936238159138e+01,5.616600216347032983e+02,2.789120137088137441e-01,1.587456499905491425e+00
1.826270232179095037e+05,2.500440660908558391e-03,2.456802416941359581e+02,2.066246549904049989e-01,6.102377883040373263e-02,1.189082158230511595e+03,1.118196972014072799e+03,2.297265678644180298e+00,4.716015517711639404e+00,8.991015732288361040e-01,9.033203661441802979e+00,2.077636215679857546e-85,8.250376117954719035e+00,2.152008813148960797e+01,1.109490517490551408e-02,8.754648369344573666e+02,8.328697518634488806e+05,1.476519815922059387e-01,8.098628712261679539e+03,2.918390440453160409e+03,1.251840600888856861e+05,1.784911593999339985e+01,4.982732555068040969e-02,1.855798769375664124e+05,2.459308348188895821e-01,6.870944465869226406e+03,1.016492114965826765e+01,2.846993356730899336e+02,1.470497799087012308e-02,1.192653124571919761e+03,6.477443435036198025e+02,1.036831059819374708e-03,1.890460983711267886e+02,9.484956690542263757e+00,2.240584964023921086e-02,8.333293900660191473e-04,1.419534710987059027e-07,5.711874892708745392e+03,1.096337333195011070e+03,7.612890839576721191e+00,8.641288971802945085e+00,5.129044944207881827e+02,5.812086295435502092e-02,2.301835045181289452e+00
1.771223900908755313e+05,2.572163052939175319e-03,2.478669927044372230e+02,2.020676956649077594e-01,8.039623046261450134e-02,1.185044767894132292e+03,1.123684116372274730e+03,8.318652451038360596e+00,8.304590165615081787e+00,2.480957031250000111e-01,4.778417915105819702e+00,9.167346476288151588e-85,8.231633807547707349e+00,2.148324446174725821e+01,1.068365855480755099e-02,8.758624154464564526e+02,8.305115785262080608e+05,1.473716426954461145e-01,8.173207142196657514e+03,2.915066855093236427e+03,1.143267733175728499e+05,1.406231968075245753e+01,4.869399826403602444e-02,1.855700663111594040e+05,2.465846277742207160e-01,6.866611334713232282e+03,1.047975168180436256e+01,2.823977172064367096e+02,1.493529035309110534e-02,1.204864412064137696e+03,6.850988341831687194e+02,1.018425918759432135e-03,1.888747726068089037e+02,9.338371984948471649e+00,2.480910349631738898e-02,4.871795865920974626e-03,1.040272305770598792e-07,5.717035831554574543e+03,1.176560369183588364e+03,5.771582245826721191e+00,9.399335502834482270e+00,5.620460078514821589e+02,3.845730312285530056e-02,1.989857210497617324e+00
1.704621728098668973e+05,2.071595670453580968e-03,2.446672712219293544e+02,1.916346608655657147e-01,6.819091253897127669e-02,1.178066387675183250e+03,1.122106073028276569e+03,2.050732448697090149e+00,3.210888832807540894e+00,5.969775497913361040e-01,5.534716904163360596e+00,5.266899298012306999e-83,8.693439598365852561e+00,2.182960610548999369e+01,9.123486749886918282e-03,8.800200628546971302e+02,8.349065040456013521e+05,1.504911768869885147e-01,8.279952125682160840e+03,2.919276542347680788e+03,1.097515078520541138e+05,1.718110840681299578e+01,4.907197041175123675e-02,1.857348477763238479e+05,2.473792458942953576e-01,7.206053021603388515e+03,1.123062805277903919e+01,2.880375916284939422e+02,1.652342792458610585e-02,1.199578707068763151e+03,6.892670074222058929e+02,1.154339970707527483e-03,1.897004285951932445e+02,9.235996857156843376e+00,2.310250264384746191e-02,4.454232738764815624e-03,8.130092107476429203e-09,5.707861448302946883e+03,1.190928809827296845e+03,3.445556640625000000e+00,8.275093735875975298e+00,4.373842142467341318e+02,1.859315727201578672e-01,2.323690420951146862e+00
1.739790780466361903e+05,2.315177995449973179e-03,2.471052913012799195e+02,1.890573986082874913e-01,8.036652419061228458e-02,1.172664376597261253e+03,1.112720740829747911e+03,2.157958984375000000e+00,5.385302841663360596e+00,7.363721132278442383e-01,5.290380805730819702e+00,5.165643380360331355e-85,8.241823416960270876e+00,2.023588563638089610e+01,1.234560781878160131e-02,8.743863022829079910e+02,8.374550895978866611e+05,1.514004742098506995e-01,7.839713692825229373e+03,2.906106765249423006e+03,1.216289691396764683e+05,2.099910777138566331e+01,5.483884910641588506e-02,1.853518717435766594e+05,2.458683024948424556e-01,6.898490657001359068e+03,9.856782160967215489e+00,2.790065122557043651e+02,1.618955973086750461e-02,1.091170623551187873e+03,6.567034196334681155e+02,1.063506585597137491e-03,1.900542412366610563e+02,9.101318395806240247e+00,3.337648063272700277e-02,4.833781895174719609e-03,8.947982106434021939e-09,5.727587214283890717e+03,1.080305664695439191e+03,3.619580239057540894e+00,9.173055169798725927e+00,4.487198718441350707e+02,4.081305000046670656e-02,2.186742745269023125e+00
1.673408678881920059e+05,2.200410155634427087e-03,2.495314648284930286e+02,1.910055902922300486e-01,7.427178738482512199e-02,1.173066704874815059e+03,1.110707260249449973e+03,7.509839296340942383e+00,4.339624077081680298e+00,2.438989311456680464e-01,7.992358505725860596e+00,6.683171947845126818e-83,8.714780426268255553e+00,2.125616820847111299e+01,7.732737229446440957e-03,8.604985810149321424e+02,8.351607939274365781e+05,1.502714854624837837e-01,8.397959253636639914e+03,2.880612264944997150e+03,1.210830011254792917e+05,6.627009048141734304e+00,4.920788705308033750e-02,1.857883518061745563e+05,2.466728341029227611e-01,6.653117268553287431e+03,1.128136293818585933e+01,2.846310813691690100e+02,1.422157652692313499e-02,1.254287915996293350e+03,6.716329456381428145e+02,1.100322286046125303e-03,1.907631221980113878e+02,8.895641053950509303e+00,2.174951590010509167e-02,2.246080292363527610e-03,2.339728428111298504e-07,5.750954193027442670e+03,1.104990740378775172e+03,5.954174697399139404e+00,9.090344252070387654e+00,4.546975001487567738e+02,1.360011130112795674e-01,2.542384443092848834e+00
1.752876831395264599e+05,2.237599514070154338e-03,2.469441210539354472e+02,1.992089281594071337e-01,5.705799151810843350e-02,1.209977302573779980e+03,1.127513550684306892e+03,4.196362197399139404e+00,7.452710390090942383e+00,4.275903373956680964e-01,6.542163193225860596e+00,4.321547613098539629e-84,8.110606738109821023e+00,2.089869246841404404e+01,9.144380008451356498e-03,8.884643557767858510e+02,8.296437417054641992e+05,1.484961904553278589e-01,8.301836021595787315e+03,2.880442405421892090e+03,1.159239472774157912e+05,1.959005115751110537e+01,5.038484935043043011e-02,1.871698271454282221e+05,2.531131537372255935e-01,7.036376409754214365e+03,1.047355383867827605e+01,2.867986725967176085e+02,1.626213369120615634e-02,1.310453961711477177e+03,6.679056785978318658e+02,1.172772200105090578e-03,1.904316321228230606e+02,8.914769266899277511e+00,2.302384812932382202e-02,2.296416057942863957e-03,4.503308675887171788e-08,5.746408984738762229e+03,1.186710676925835060e+03,4.778198242187500000e+00,9.910741093053687223e+00,5.553370391991486485e+02,2.682734298841066289e-01,2.746117344473122834e+00
1.776942966510241095e+05,2.544925037295123118e-03,2.491281799050292420e+02,2.024899591197830695e-01,6.289774948920995312e-02,1.226798592901421671e+03,1.129416260951144295e+03,5.112731933593750000e+00,2.486999511718750000e+00,8.119470536708831565e-01,5.319494575262069702e+00,8.377745997514374481e-83,8.134986075858403609e+00,2.025335592827475750e+01,1.194356656553250025e-02,8.974701170194106226e+02,8.321278387016366469e+05,1.504948544652647269e-01,8.041131782303757063e+03,2.919806644918212442e+03,1.161154723027903237e+05,6.282722695781046696e+00,5.259887680844178154e-02,1.850036415222641663e+05,2.465410331888009954e-01,7.001855200900506134e+03,1.100040137008161345e+01,2.823172595573242347e+02,1.456442800402747706e-02,1.201522413209441311e+03,6.590318240620315464e+02,1.094032776951996437e-03,1.912273619889120653e+02,9.676409893775417714e+00,2.553583054592609494e-02,2.625156235151655543e-03,2.405083126937463598e-08,5.715176046761050202e+03,1.128804932604419946e+03,6.149841308593750000e+00,9.825755311676120485e+00,4.517848665077176520e+02,3.860715441716979640e-02,1.728320187087436732e+00
1.756697213396592415e+05,2.195489793632470626e-03,2.426282301011122513e+02,2.092664501892754214e-01,6.014496828367163483e-02,1.204635290274316731e+03,1.108153032702853807e+03,2.831970214843750000e+00,5.676550507545471191e+00,8.500036835670471413e-01,4.527599990367889404e+00,1.178419899027333808e-83,8.469483192093008483e+00,1.972018739510273733e+01,1.129235718781666960e-02,8.840455317357552758e+02,8.363055001920054201e+05,1.506219785949655665e-01,8.023504191865048597e+03,2.883779437302901442e+03,1.078648646602351655e+05,2.437141328820998964e+01,5.188538777111406652e-02,1.865664309298597509e+05,2.528888254352757436e-01,7.093734831460113128e+03,1.012874857435783227e+01,2.774211509237234736e+02,1.609060183320454307e-02,1.252153858952174915e+03,6.879317821867286966e+02,1.086813802787894379e-03,1.902926043556523155e+02,8.886491706003191382e+00,3.023922851111062252e-02,3.259969249585307214e-04,1.261891280988291808e-08,5.742995872843120196e+03,1.070203870021552120e+03,4.166149795055389404e+00,1.040241972703505979e+01,4.455482257046892300e+02,8.599117598126279627e-02,2.094701790194775537e+00
1.696103265547295159e+05,1.980403217194772521e-03,2.464647361861040054e+02,2.098518231072420137e-01,6.502471904806884917e-02,1.193944203278787882e+03,1.107384744995481469e+03,4.252282768487930298e+00,4.003112792968750000e+00,3.170349121093750111e-01,3.894787758588790894e+00,5.470760358379838728e-82,8.211510376737134465e+00,2.148868721323820807e+01,8.472380905402228726e-03,8.665859569584047222e+02,8.333109942408023635e+05,1.484458821061059308e-01,7.939132686783335885e+03,2.890573818227120228e+03,1.343661101637968968e+05,1.025673109466120003e+01,5.069663226653541022e-02,1.855374098347017716e+05,2.458119980130407944e-01,6.713128641470479124e+03,1.046924817592127965e+01,2.787713452550050874e+02,1.562884493771206015e-02,1.278860555411272344e+03,6.278591456001680626e+02,1.138495612032575880e-03,1.911408620445791939e+02,8.733465823714844589e+00,3.518850443412946394e-02,5.394832835066450463e-03,1.885688805762074840e-08,5.744249725526085058e+03,1.136732989895829633e+03,8.202087938785552979e+00,9.051599191732751848e+00,5.401339559391876719e+02,3.295041892952461082e-01,2.109709742104971308e+00
